

🇨🇳4K超清,#genre#
CCTV2,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225948/index.m3u8?servicetype=1
CCTV2,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225657/index.m3u8?servicetype=1
CCTV3,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225916/index.m3u8?servicetype=1
CCTV3,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV4,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225922/index.m3u8?servicetype=1
CCTV4,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225761/index.m3u8?servicetype=1
CCTV5,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225925/index.m3u8?servicetype=1
CCTV5,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225801/index.m3u8?servicetype=1
CCTV5,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225660/index.m3u8?servicetype=1
CCTV5+,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225998/index.m3u8?servicetype=1
CCTV5+,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225712/index.m3u8?servicetype=1
CCTV6,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225936/index.m3u8?servicetype=1
CCTV6,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225715/index.m3u8?servicetype=1
CCTV7,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225892/index.m3u8?servicetype=1
CCTV7,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225700/index.m3u8?servicetype=1
CCTV8,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226001/index.m3u8?servicetype=1
CCTV8,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225716/index.m3u8?servicetype=1
CCTV9,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225939/index.m3u8?servicetype=1
CCTV9,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225663/index.m3u8?servicetype=1
CCTV10,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226004/index.m3u8?servicetype=1
CCTV10,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225704/index.m3u8?servicetype=1
CCTV11,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225895/index.m3u8?servicetype=1
CCTV11,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225739/index.m3u8?servicetype=1
CCTV12,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226013/index.m3u8?servicetype=1
CCTV12,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225645/index.m3u8?servicetype=1
CCTV13,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226046/index.m3u8?servicetype=1
CCTV13,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225742/index.m3u8?servicetype=1
CCTV14,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225901/index.m3u8?servicetype=1
CCTV14,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225648/index.m3u8?servicetype=1
CCTV15,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225945/index.m3u8?servicetype=1
CCTV15,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225693/index.m3u8?servicetype=1
CCTV16,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225937/index.m3u8?servicetype=1
CCTV16,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225956/index.m3u8?servicetype=1
CCTV17,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225910/index.m3u8?servicetype=1
CCTV17,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225766/index.m3u8?servicetype=1
CGTN新闻频道,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226417/index.m3u8?servicetype=1
CGTN新闻频道,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225816/index.m3u8?servicetype=1
CGTN纪录频道,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225707/index.m3u8?servicetype=1
CGTN西班牙语频道,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225875/index.m3u8?servicetype=1
CGTN法语频道,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225878/index.m3u8?servicetype=1
CGTN阿拉伯语频道,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225822/index.m3u8?servicetype=1
CGTN俄语频道,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225825/index.m3u8?servicetype=1
凤凰卫视中文台,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226331/index.m3u8?servicetype=1
凤凰卫视香港台,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226321/index.m3u8?servicetype=1
凤凰卫视资讯台,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226324/index.m3u8?servicetype=1
广西卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225767/index.m3u8?servicetype=1
湖南卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225919/index.m3u8?servicetype=1
湖南卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225719/index.m3u8?servicetype=1
浙江卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225928/index.m3u8?servicetype=1
浙江卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225731/index.m3u8?servicetype=1
天津卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226022/index.m3u8?servicetype=1
天津卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225675/index.m3u8?servicetype=1
东方卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225942/index.m3u8?servicetype=1
东方卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225718/index.m3u8?servicetype=1
江苏卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226025/index.m3u8?servicetype=1
江苏卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225722/index.m3u8?servicetype=1
北京卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225889/index.m3u8?servicetype=1
北京卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225651/index.m3u8?servicetype=1
广东卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225913/index.m3u8?servicetype=1
广东卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225666/index.m3u8?servicetype=1
珠江卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1
大湾区卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225748/index.m3u8?servicetype=1
深圳卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225951/index.m3u8?servicetype=1
深圳卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225725/index.m3u8?servicetype=1
山东卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226010/index.m3u8?servicetype=1
山东卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225672/index.m3u8?servicetype=1
湖北卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225954/index.m3u8?servicetype=1
湖北卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225721/index.m3u8?servicetype=1
安徽卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225886/index.m3u8?servicetype=1
安徽卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225701/index.m3u8?servicetype=1
东南卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225904/index.m3u8?servicetype=1
江西卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225957/index.m3u8?servicetype=1
四川卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225757/index.m3u8?servicetype=1
贵州卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225770/index.m3u8?servicetype=1
重庆卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225898/index.m3u8?servicetype=1
重庆卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225745/index.m3u8?servicetype=1
海南卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225752/index.m3u8?servicetype=1
河北卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225773/index.m3u8?servicetype=1
河南卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226383/index.m3u8?servicetype=1
河南卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225806/index.m3u8?servicetype=1
辽宁卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226007/index.m3u8?servicetype=1
辽宁卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225779/index.m3u8?servicetype=1
黑龙江卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226019/index.m3u8?servicetype=1
黑龙江卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225734/index.m3u8?servicetype=1
甘肃卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225764/index.m3u8?servicetype=1
青海卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225705/index.m3u8?servicetype=1
山西卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226398/index.m3u8?servicetype=1
山西卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225785/index.m3u8?servicetype=1
云南卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225794/index.m3u8?servicetype=1
三沙卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226405/index.m3u8?servicetype=1
陕西卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226400/index.m3u8?servicetype=1
陕西卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225754/index.m3u8?servicetype=1
吉林卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226389/index.m3u8?servicetype=1
吉林卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225678/index.m3u8?servicetype=1
宁夏卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226413/index.m3u8?servicetype=1
宁夏卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225782/index.m3u8?servicetype=1
内蒙古卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226429/index.m3u8?servicetype=1
内蒙古卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225751/index.m3u8?servicetype=1
新疆卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226426/index.m3u8?servicetype=1
新疆卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225788/index.m3u8?servicetype=1
西藏卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226416/index.m3u8?servicetype=1
西藏卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225800/index.m3u8?servicetype=1
兵团卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226423/index.m3u8?servicetype=1
柳州新闻综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226348/index.m3u8?servicetype=1
柳州科教,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226434/index.m3u8?servicetype=1
贺州综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226352/index.m3u8?servicetype=1
河池新闻综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226356/index.m3u8?servicetype=1
玉林公共,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226319/index.m3u8?servicetype=1
玉林新闻综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226354/index.m3u8?servicetype=1
南宁新闻综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226341/index.m3u8?servicetype=1
南宁文旅生活,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226344/index.m3u8?servicetype=1
南宁公共,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226340/index.m3u8?servicetype=1
南宁影视娱乐,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226337/index.m3u8?servicetype=1
北海新闻,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226346/index.m3u8?servicetype=1
北海经济科教,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226431/index.m3u8?servicetype=1
百色综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226353/index.m3u8?servicetype=1
来宾电视台综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226357/index.m3u8?servicetype=1
梧州新闻综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226349/index.m3u8?servicetype=1
梧州教育生活,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226444/index.m3u8?servicetype=1
防城港新闻综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226350/index.m3u8?servicetype=1
防城港公共,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226441/index.m3u8?servicetype=1
崇左综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226351/index.m3u8?servicetype=1
桂林新闻综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226343/index.m3u8?servicetype=1
桂林科教旅游,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226339/index.m3u8?servicetype=1
桂林公共频道,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226342/index.m3u8?servicetype=1
贵港新闻综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226345/index.m3u8?servicetype=1
贵港科教生活,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226424/index.m3u8?servicetype=1
钦州新闻综合,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226347/index.m3u8?servicetype=1
钦州公共影视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226459/index.m3u8?servicetype=1
广西卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225767/index.m3u8?servicetype=1
广西综艺旅游,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226409/index.m3u8?servicetype=1
广西都市,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226335/index.m3u8?servicetype=1
广西新闻,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226407/index.m3u8?servicetype=1
广西影视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226336/index.m3u8?servicetype=1
广西移动,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226338/index.m3u8?servicetype=1
西藏卫视藏语频道,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225828/index.m3u8?servicetype=1
北京纪实,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225995/index.m3u8?servicetype=1
厦门卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226412/index.m3u8?servicetype=1
厦门卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225823/index.m3u8?servicetype=1
兵团卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225795/index.m3u8?servicetype=1
康巴卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226270/index.m3u8?servicetype=1
延边卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226273/index.m3u8?servicetype=1
安多卫视,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226271/index.m3u8?servicetype=1
金鹰纪实,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226406/index.m3u8?servicetype=1
金鹰纪实,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225699/index.m3u8?servicetype=1
金鹰卡通,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226404/index.m3u8?servicetype=1
金鹰卡通,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225702/index.m3u8?servicetype=1
嘉佳卡通,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226428/index.m3u8?servicetype=1
嘉佳卡通,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225797/index.m3u8?servicetype=1
卡酷少儿,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226419/index.m3u8?servicetype=1
卡酷少儿,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225730/index.m3u8?servicetype=1
优漫卡通,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225791/index.m3u8?servicetype=1
新动漫,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226422/index.m3u8?servicetype=1
中国教育1,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226411/index.m3u8?servicetype=1
中国教育1,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225776/index.m3u8?servicetype=1
中国教育2套,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225881/index.m3u8?servicetype=1
中国教育4套,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226414/index.m3u8?servicetype=1
中国教育4套,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225723/index.m3u8?servicetype=1
山东教育,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226415/index.m3u8?servicetype=1
山东教育,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225708/index.m3u8?servicetype=1
高尔夫,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225884/index.m3u8?servicetype=1
精品萌宠,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225979/index.m3u8?servicetype=1
黑莓电影,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225740/index.m3u8?servicetype=1
黑莓动画,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225710/index.m3u8?servicetype=1
哒啵赛事,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225760/index.m3u8?servicetype=1
哒啵电竞,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225880/index.m3u8?servicetype=1
睛彩竞技,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225972/index.m3u8?servicetype=1
睛彩篮球,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225961/index.m3u8?servicetype=1
睛彩青少,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226055/index.m3u8?servicetype=1
睛彩广场舞,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226326/index.m3u8?servicetype=1
古装剧场,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225706/index.m3u8?servicetype=1
动作电影,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225703/index.m3u8?servicetype=1
军旅剧场,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225727/index.m3u8?servicetype=1
家庭剧场,http://154.219.125.7:2381/node/39.135.33.209:80/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225743/index.m3u8?servicetype=1
